id,_source,_mbfc,_opinion,_year,_text,ar1_LL,ar1_CA,ar1_AR,ar1_DA,ar1a_LL,ar1a_CA,ar1a_AR,ar1a_DA,ar2_LL,ar2_CA,ar2_AR,ar2_DA,ar3_LL,ar3_CA,ar3_AR,ar3_DA,ar4_LL,ar4_CA,ar4_AR,ar4_DA,ar5_LL,ar5_CA,ar5_AR,ar5_DA,hi1_LL,hi1_CA,hi1_AR,hi1_DA,hi2_LL,hi2_CA,hi2_AR,hi2_DA,hi5_LL,hi5_CA,hi5_AR,hi5_DA,co1_LL,co1_CA,co1_AR,co1_DA,co2_LL,co2_CA,co2_AR,co2_DA,co3_LL,co3_CA,co3_AR,co3_DA,mo1_LL,mo1_CA,mo1_AR,mo1_DA,mo2_LL,mo2_CA,mo2_AR,mo2_DA,mo3_LL,mo3_CA,mo3_AR,mo3_DA,ec1_LL,ec1_CA,ec1_AR,ec1_DA,ec2_LL,ec2_CA,ec2_AR,ec2_DA,ec3_LL,ec3_CA,ec3_AR,ec3_DA,comm_LL,comm_CA,comm_AR,comm_DA,ar6_LL,ar6_CA,ar6_AR,ar6_DA,ar7_LL,ar7_CA,ar7_AR,ar7_DA,hi3_LL,hi3_CA,hi3_AR,hi3_DA,hi4_LL,hi4_CA,hi4_AR,hi4_DA,co4_LL,co4_CA,co4_AR,co4_DA,ar6_ents_LL,ar6_ents_CA,ar6_ents_AR,ar6_ents_DA,ar7_ents_LL,ar7_ents_CA,ar7_ents_AR,ar7_ents_DA,hi3_ents_LL,hi3_ents_CA,hi3_ents_AR,hi3_ents_DA,hi4_ents_LL,hi4_ents_CA,hi4_ents_AR,hi4_ents_DA,ar1a_ents_LL,ar1a_ents_CA,ar1a_ents_AR,ar1a_ents_DA,co4_ents_winner_LL,co4_ents_winner_CA,co4_ents_winner_AR,co4_ents_winner_DA,co4_ents_loser_LL,co4_ents_loser_CA,co4_ents_loser_AR,co4_ents_loser_DA
453,vox,left_bias,False,2018,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,,,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,[],[],-1,-1,['other'  'the EPA; Trump administration'],['the Environmental Protection Agency 1'],-1,-1,['other'  ' Obama-era environmental regulations'],[],-1,-1,[],['other'  'polluters'],-1,-1,['How Trump is letting polluters off the hook  in one chart'],['How Trump is letting polluters off the hook  in one chart'],-1,-1,[],[],-1,-1,[],[],-1,-1
884,Daily Mail,questionable_source,False,2017,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,['other'  'the UK; Paris Agreement'],-1,-1,-1,['other'  'Trump'],-1,-1,-1,['other'  'UK taxpayers'],-1,-1,-1,[],-1,-1,-1,['UK taxpayers face paying more to tackle climate change'],-1,-1,-1,[],-1,-1,-1,[],-1,-1,-1
479,bbc,left_center_bias,False,2018,-1,yes,yes,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,['other'  'firefighters.'],['a wildfire 6'],-1,-1,['other'  'humans'],['the ongoing Camp Fire in Northern California 1'],-1,-1,['California 0'],['California 0'],-1,-1,[],[],-1,-1,['Why California is so susceptible to wildfires.'],['California wildfires: Key questions answered'],-1,-1,[],[],-1,-1,[],[],-1,-1
465,motherjones,left_bias,False,2018,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,['other'  'Green New Deal '],-1,-1,-1,['other'  'fossil fuels'],-1,-1,-1,[],-1,-1,-1,['other'  ' oil and gas industry'],-1,-1,-1,['The Oil and Gas Industry Spent $31 Million to Kill the Carbon Tax in Washington and it Worked'],-1,-1,-1,['other'  ' oil and gas industry'],-1,-1,-1,['no_loser'],-1,-1,-1
734,Shareblue,left_bias,False,2017,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,['other'  'California state legislature'],['deal 1'],-1,-1,['Donald Trump 0'],['Donald Trump 0'],-1,-1,[],['other'  'US Climate Policy'],-1,-1,[],[],-1,-1,['California Democrats and Republicans unite to defy Trump with climate change bill'],['California Democrats and Republicans unite to defy Trump with climate change bill'],-1,-1,[],[],-1,-1,[],[],-1,-1
290,dailymail,questionable_source,False,2019,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,n/a: problem is resolved,-1,-1,no,no,-1,-1,yes,no,-1,-1,yes,no,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,no,-1,-1,[],[],-1,-1,[],"[""President Donald Trump 's eldest son Don Jr. 0""]",-1,-1,[],[],-1,-1,[],[],-1,-1,['Donald Trump Jr. criticizes Time for naming eco-warrior Greta Thunberg as its person of the year'],['Donald Trump Jr. criticizes Time for naming eco-warrior Greta Thunberg as its person of the year'],-1,-1,['Greta 2'],[],-1,-1,['other'  'Trump'],[],-1,-1
601,The Daily Caller,right_bias,False,2017,-1,yes,yes,-1,yes,yes,no,-1,yes,yes,no,-1,no,no,no,-1,no,yes,no,-1,no,no,no,-1,no,no,no,-1,no,no,no,-1,no,yes,no,-1,no,yes,yes,-1,yes,yes,yes,-1,yes,yes,yes,-1,yes,no,no,-1,no,no,yes,-1,no,no,no,-1,no,no,no,-1,no,no,no,-1,no,no,no,-1,no,,,-1,,yes,no,-1,no,yes,yes,-1,yes,no,no,-1,no,no,no,-1,no,no,no,-1,yes,['other'  'climate skepticism'],[],-1,[],['other'  'climate alarmists'],['Comedian Bill Nye 0'],-1,['Comedian Bill Nye 0'],[],[],-1,[],[],[],-1,[],['Bill Nye Freaks Out After Scientist Schools Him On Climate Change'],['Bill Nye promotes climate change as a man-made phenomenon even though other scientists and research disagree'],-1,['Bill Nye Freaks Out After Scientist Schools Him On Climate Change'],[],[],-1,['a well - respected physicist 2'],[],[],-1,['Comedian Bill Nye 0']
752,USA Today,left_center_bias,False,2017,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,['other'  'God'],-1,-1,-1,[],-1,-1,-1,[],-1,-1,-1,[],-1,-1,-1,"[""GOP congressman on climate change: God will 'take care of it' if it's real""]",-1,-1,-1,[],-1,-1,-1,[],-1,-1,-1
60,drudgereport,right_bias,False,2019,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,[],[],-1,-1,['other'  'pollution'],['other'  'air pollution'],-1,-1,"['other'  ""people 's happiness""]","['other'  ""people health; people's mental health""]",-1,-1,[],[],-1,-1,['Air pollution affects happiness...'],['Air pollution affects happiness...'],-1,-1,[],[],-1,-1,[],[],-1,-1
665,The Huffington Post,left_bias,False,2017,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,n/a: problem is resolved,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,yes,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,yes,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,['The New York Times 0'],['the world 3'],-1,-1,['other'  'Trump administration'],['Trump 5'],-1,-1,['the U.S. 2'],['other'  'glaciers'],-1,-1,[],[],-1,-1,"[""Federal Scientists' Startling Climate Report Released Before Trump Can Bury It""]","[""Federal Scientists' Startling Climate Report Released Before Trump Can Bury It""]",-1,-1,[],[],-1,-1,[],[],-1,-1
840,Daily Mail,questionable_source,False,2017,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,[],[],-1,-1,['Trump 0'],['Trump 0'],-1,-1,['other'  'people in Appalachia.'],['other'  'scientist that were arbitrarily reassigned; people living near mountaintop mining sites'],-1,-1,['other'  'mining industry.'],[],-1,-1,['Interior Department halts study on Appalachia coal mining'],['Interior Department halts study on Appalachia coal mining'],-1,-1,[],[],-1,-1,[],[],-1,-1
691,Daily Kos,left_bias,True,2017,-1,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,yes,,-1,-1,,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,['Sustainability'],-1,-1,"['other'  ""'Earth first' public policy""]",['other'  'Capitalism'],-1,-1,['other'  'Human activity; unlimited economic growth'],['other'  'The Earth'],-1,-1,['other'  'The Earth'],[],-1,-1,[],['An argument for Sustainability over Economic Growth'],-1,-1,"[""Public policy should have an 'Earth first' approach without regard to the impact on the economy  employment  property etc. ""]",[],-1,-1,[],[],-1,-1,[]
353,drudgereport,right_bias,False,2018,-1,yes,-1,not_relevant,not_relevant,yes,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,yes,-1,not_relevant,not_relevant,yes,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,no,-1,not_relevant,not_relevant,[],-1,not_relevant,not_relevant,['Hawaii â\x80\x99s Kilauea volcano 0'],-1,not_relevant,not_relevant,['other'  'Hawaii'],-1,not_relevant,not_relevant,[],-1,not_relevant,not_relevant,['BIG BLOW: Erupting Hawaii volcano could next spew 10-ton boulders!'],-1,not_relevant,not_relevant,[],-1,not_relevant,not_relevant,[],-1,not_relevant,not_relevant
16,drudgereport,right_bias,False,2019,-1,yes,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,yes,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,yes,not_relevant,-1,-1,no,not_relevant,-1,-1,no,not_relevant,-1,-1,[],not_relevant,-1,-1,[],not_relevant,-1,-1,['other'  'Antarctic ice sheets'],not_relevant,-1,-1,[],not_relevant,-1,-1,['Scientists discover deepest point on land where sea water used to be'],not_relevant,-1,-1,[],not_relevant,-1,-1,[],not_relevant,-1,-1
151,politicususa,left_bias,False,2019,-1,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,,-1,-1,,yes,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,yes,no,-1,-1,no,['other'  'Obama-era regulations '],-1,-1,['other'  'Environmentalists'],['The Trump administration 0'],-1,-1,['The Trump administration 0'],[],-1,-1,[],['other'  'oil and gas industries '],-1,-1,['the oil and gas industry 4'],['Trump responds to G7 by proposing easing Obama-era methane limits at oil and gas operations'],-1,-1,['Trump responds to G7 by proposing easing Obama-era methane limits at oil and gas operations'],[],-1,-1,[],[],-1,-1,[]
62,drudgereport,right_bias,False,2019,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,['other'  'recycled toilet paper'],-1,-1,-1,['other'  'Toiler paper companies'],-1,-1,-1,['other'  'Canadian forests'],-1,-1,-1,[],-1,-1,-1,['Environmentalists have new target: Toilet paper...'],-1,-1,-1,[],-1,-1,-1,[],-1,-1,-1
361,drudgereport,right_bias,False,2018,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,yes,yes,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,['other'  'Wind energy'],['plans 2'],-1,-1,['other'  'Reliance on fossil fuels'],[],-1,-1,"[""Wyoming 's 0""]",['people 7'],-1,-1,[],"[""Wyoming 's 0""]",-1,-1,['Carbon-reliant Wyoming eyes growing Wind Industry. '],['difficulties and challenges of installing wind power in Wyoming'],-1,-1,[],[],-1,-1,[],[],-1,-1
73,drudgereport,right_bias,False,2019,-1,yes,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,[],[],-1,-1,['other'  'pharmaceuticals'],['other'  'antibodies'],-1,-1,['other'  'Ecosystems'],['other'  'environment; human health'],-1,-1,[],[],-1,-1,['Residues from meds pose risk to ecosystems and the global food chain'],['Meds pose global environmental risk  experts warn...'],-1,-1,[],[],-1,-1,[],[],-1,-1
468,vox,left_bias,False,2018,-1,yes,yes,-1,yes,yes,no,-1,no,no,no,-1,no,no,no,-1,no,yes,no,-1,no,yes,no,-1,no,no,no,-1,no,yes,yes,-1,no,no,yes,-1,no,no,yes,-1,yes,no,no,-1,yes,yes,no,-1,yes,no,no,-1,no,no,no,-1,no,no,no,-1,no,no,yes,-1,no,no,no,-1,no,yes,no,-1,no,,,-1,,no,no,-1,no,yes,yes,-1,yes,yes,yes,-1,yes,yes,yes,-1,yes,no,no,-1,no,[],[],-1,[],['President Donald Trump 2'],['a significantly less notorious successor 1'],-1,['a significantly less notorious successor 1'],['the Environmental Protection Agency 5'],['other'  'environmental regulations'],-1,['other'  'Environmental regulations'],['other'  'Fossil Fuel Industries'],['other'  'fossil fuel industry '],-1,['other'  'The fossil fuel industry'],['A brief guide to Andrew Wheeler  Scott Pruittâ\x80\x99s replacement at the EPA'],"[""A rundown on why Andrew Wheeler will continue Scott Pruitt's agenda""]",-1,['Andrew Wheeler  new EPA Administrator  seems unlikely to support climate policy'],[],[],-1,[],[],[],-1,[]
820,RT,questionable_source,False,2017,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,n/a: problem is resolved,n/a: problem is resolved,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,['a US appeals court 1'],['a US appeals court 1'],-1,-1,['The Environmental Protection Agency â\x80\x99s 0'],['EPA Administrator Scott Pruitt 2'],-1,-1,[],[],-1,-1,[],[],-1,-1,['Federal appeals court blocks Trumpâ\x80\x99s attempt to roll back Obama-era methane rules'],['Federal appeals court blocks Trumpâ\x80\x99s attempt to roll back Obama-era methane rules'],-1,-1,['no_winner'],['no_winner'],-1,-1,['The Environmental Protection Agency â\x80\x99s 0'],['EPA Administrator Scott Pruitt 2'],-1,-1
448,politicususa,left_bias,False,2018,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,n/a: problem is resolved,n/a: problem is resolved,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,['The U.S. Supreme Court 0'],['The U.S. Supreme Court 0'],-1,-1,['the President Donald Trump â\x80\x99s administration 1'],['the President Donald Trump â\x80\x99s administration 1'],-1,-1,[],[],-1,-1,[],[],-1,-1,['Supreme Court rejects Trump administration bid to halt climate trial'],['Supreme Court rejects Trump administration bid to halt climate trial'],-1,-1,[],['activists 3'],-1,-1,[],['the President Donald Trump â\x80\x99s administration 1'],-1,-1
201,usatoday,left_center_bias,False,2019,-1,yes,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,,-1,-1,-1,yes,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,yes,-1,-1,-1,no,-1,-1,-1,['other'  'Trump'],-1,-1,-1,['other'  'Wildfires'],-1,-1,-1,[],-1,-1,-1,['other'  'the Land and Water Conservation Fund'],-1,-1,-1,['Congress sends Trump lands bill that would protect more than 2 million acres'],-1,-1,-1,[],-1,-1,-1,[],-1,-1,-1
194,npr,left_center_bias,False,2019,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,['The Paris Climate Agreement 1'],['U.S. 0'],-1,-1,['Trump 2'],['U.S. 0'],-1,-1,['the world 5'],['the world 5'],-1,-1,[],[],-1,-1,['U.S. Formally Begins To Leave The Paris Climate Agreement'],['U.S. Formally Begins To Leave The Paris Climate Agreement'],-1,-1,[],[],-1,-1,[],[],-1,-1
760,The Guardian,left_center_bias,False,2017,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,,,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,no,no,-1,-1,['other'  'Michael Brune  executive director of Sierra Club.'],['the rule 3'],-1,-1,['The Environmental Protection Agency 0'],['The Environmental Protection Agency 0'],-1,-1,['other'  'waterways that provide drinking water.'],['other'  '117 million Americans; drinking water'],-1,-1,['some farmers and golf course operators 5'],[],-1,-1,['EPA seeks to scrap rule protecting drinking water for third of Americans'],['EPA seeks to scrap rule protecting drinking water for third of Americans'],-1,-1,[],[],-1,-1,[],[],-1,-1
102,thehuffingtonpost,left_bias,False,2019,-1,yes,yes,-1,not_relevant,yes,yes,-1,not_relevant,yes,yes,-1,not_relevant,no,no,-1,not_relevant,yes,yes,-1,not_relevant,no,no,-1,not_relevant,yes,yes,-1,not_relevant,no,no,-1,not_relevant,no,yes,-1,not_relevant,yes,yes,-1,not_relevant,no,no,-1,not_relevant,yes,yes,-1,not_relevant,no,no,-1,not_relevant,no,yes,-1,not_relevant,no,no,-1,not_relevant,yes,yes,-1,not_relevant,no,no,-1,not_relevant,no,no,-1,not_relevant,,,-1,not_relevant,yes,no,-1,not_relevant,yes,yes,-1,not_relevant,yes,yes,-1,not_relevant,no,no,-1,not_relevant,no,no,-1,not_relevant,['other'  ' National Parks Conservation Association'],[],-1,not_relevant,['Bureau of Land Management'],['other'  'The Trump administation '],-1,not_relevant,['other'  'indigenous tribes throughout the U.S. Southwest'],['Monument 0'],-1,not_relevant,[],[],-1,not_relevant,['Oil Drilling Plan Near Sacred Utah Monument Draws Tribal Opposition'],['Oil Drilling Plan Near Sacred Utah Monument Draws Tribal Opposition'],-1,not_relevant,[],[],-1,not_relevant,[],[],-1,not_relevant
687,The Huffington Post,left_bias,False,2017,-1,yes,yes,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,yes,-1,-1,yes,no,-1,-1,yes,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,no,no,-1,-1,,,-1,-1,no,no,-1,-1,yes,yes,-1,-1,no,yes,-1,-1,no,no,-1,-1,no,no,-1,-1,[],[],-1,-1,['other'  'Christian Fundamentalism; Roy Moore'],['He 0'],-1,-1,[],['Alabama 5'],-1,-1,[],[],-1,-1,['Roy Moore Is An Outspoken Fundamentalist About Everything But Climate Change'],['Roy Moore Is An Outspoken Fundamentalist About Everything But Climate Change'],-1,-1,[],[],-1,-1,[],[],-1,-1
688,CNN,left_bias,False,2017,-1,yes,yes,-1,yes,no,yes,-1,no,yes,no,-1,yes,no,no,-1,no,yes,yes,-1,yes,no,no,-1,no,no,yes,-1,yes,no,no,-1,no,no,no,-1,no,no,yes,-1,yes,no,no,-1,yes,yes,no,-1,yes,no,no,-1,no,no,no,-1,no,no,no,-1,no,yes,yes,-1,yes,no,no,-1,no,no,no,-1,no,,,-1,,no,no,-1,no,yes,yes,-1,no,no,yes,-1,yes,no,no,-1,no,no,no,-1,no,[],[],-1,[],['Trump 3'],['Resilience 7'],-1,[],[],['other'  'communities affected by climate change '],-1,['other'  'communities hit by natural disasters'],[],[],-1,[],"[""Trump administration swaps named references to 'climate change' for 'resilience'""]","[""Trump administration swaps 'climate change' for 'resilience'""]",-1,"[""Trump administration swaps 'climate change' policy and terminology for 'resilience' and disaster preparedness""]",[],[],-1,[],[],[],-1,[]
